userID,recommended_artists
977,"['Federico Miranda', 'Goto80', 'Ferras', 'Five Finger Death Punch', 'KISS', 'Meat Puppets', 'The White Stripes']"
978,"['Gojira', 'Sonata Arctica', 'Anekdoten', 'Porcupine Tree', 'David Sylvian', 'Destroyalldreamers', 'Prins Thomas']"
979,"['KISS', 'The White Stripes', 'The Smashing Pumpkins', 'Dio', 'Whitesnake', 'Avalanch', 'Slipknot']"
980,"['Tripswitch', 'Moby', 'Lemon Jelly', 'Lovage', 'LTJ Bukem', 'Solvent', 'HEARTSREVOLUTION']"
981,"['From First to Last', 'Jimmy Eat World', 'Such Gold', 'Mitchel Musso', 'Goto80', 'Jawbreaker', 'The Rocking Horse Winner']"
982,"['Moderat', 'Trentemøller', 'Showtek', 'Steve Aoki', 'Armin van Buuren', 'Mitchel Musso', 'Federico Miranda']"
984,"['Ferras', 'Mitchel Musso', 'Goto80', 'iamamiwhoami', 'David Sylvian & Robert Fripp', nan, nan]"
985,"['Goto80', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Paty Cantú', 'Gloria Trevi', 'Shakira', 'Don Caballero']"
986,"['Slipknot', 'Stone Sour', '40 Below Summer', 'Edguy', 'Black Label Society', 'Avatar', 'In This Moment']"
987,"['Ferras', 'Mitchel Musso', 'Federico Miranda', 'iamamiwhoami', 'David Sylvian & Robert Fripp', nan, nan]"
989,"['Goto80', 'Mitchel Musso', 'Federico Miranda', 'Milburn', 'Dead Poet & Wildcard', 'Arcade Fire', 'The Decemberists']"
990,"['Federico Miranda', 'Ferras', 'Mitchel Musso', 'theaudience', 'Feeder', 'The Shamen', 'Pulp']"
991,"['KISS', 'The Smashing Pumpkins', 'The White Stripes', 'The Wilde Flowers', 'Porcupine Tree', 'Alusa Fallax', 'The Mars Volta']"
993,"['Mitchel Musso', 'Ferras', 'Federico Miranda', 'Fresno', 'La Dispute', 'Poisonblack', 'Colour Haze']"
994,"['Astrobrite', 'Spacemen 3', 'The Depreciation Guild', 'Phoenix and the Turtle', 'The American Dollar', 'Kris Delmhorst', 'Karel Kryl']"
995,"['Goto80', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Farewell', 'The Red Jumpsuit Apparatus', 'Jimmy Eat World', 'The Spill Canvas']"
996,"['Tete Montoliu', 'Julie London', 'Cannonball Adderley', 'João Gilberto', 'Gene Ammons', 'Ferras', 'Mitchel Musso']"
997,"['Haste the Day', 'As Cities Burn', 'Before Their Eyes', 'Earl Sweatshirt', 'Atmosphere', 'Radioinactive', 'Quasi']"
998,"['東方神起', 'Wonder Girls', 'SHINee', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'MC Sniper', nan]"
999,"['Behold... the Arctopus', 'Mastodon', 'Pain of Salvation', 'Forbidden', 'Chelsea Grin', 'James LaBrie', 'Queensrÿche']"
1001,"['Mitchel Musso', 'Federico Miranda', 'Goto80', 'Jane', 'John Legend', 'Lady Antebellum', 'Emerson Drive']"
1002,"['Ferras', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Fragma', 'Michael Tsukerman', 'Jon B.', 'Tamia']"
1003,"['Goto80', 'Ferras', 'múm & Úrú Búrú Sextettinn', 'Altered Images', 'Arcadia', 'Carved Souls', 'A Flock of Seagulls']"
1004,"['Ferras', 'Goto80', 'Mitchel Musso', 'Bob Dylan', 'Joan Manuel Serrat', 'Elisa', 'Claudio Baglioni']"
1005,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Mitchel Musso', 'Mis-Teeq', 'Fugative', 'Portishead', 'sayCeT']"
1006,"['Elis Regina', 'Dorival Caymmi', 'Paul Desmond', 'Lulu Santos', 'Arnaldo & Alexandre', 'Sem Compromisso', 'Seu Jorge']"
1007,"['Lady Antebellum', 'Carrie Underwood', 'Emerson Drive', 'Mitchel Musso', 'Goto80', 'Merle Haggard', 'Willie Nelson']"
1008,"['Hopes Die Last', 'Isles & Glaciers', 'At the Drive-In', 'Peter Sellers', 'La Dispute', 'Pjusk', 'Autechre']"
1009,"['From First to Last', 'Such Gold', 'Jimmy Eat World', 'The Killers', 'Mute Math', 'Fresno', 'Dance of Days']"
1010,"['Depeche Mode', 'Eurythmics', 'Thomas Dolby', 'B-Movie', 'Imperative Reaction', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn']"
1011,"[""Snow White's Poison Bite"", 'Pierce the Veil', 'Jimmy Eat World', 'Such Gold', 'Set Your Goals', 'Latterman', 'The Early November']"
1012,"['The Rocking Horse Winner', ""Snow White's Poison Bite"", 'Jimmy Eat World', 'Such Gold', 'The Spill Canvas', 'Teenage Bottlerocket', 'Latterman']"
1014,"['Sin Bandera', 'La Nueva Banda Timbiriche', 'Fey', 'Zion', 'Celia', 'Mitchel Musso', 'Ferras']"
1015,"['Goto80', 'Federico Miranda', 'Ferras', 'Wye Oak', 'The Aluminum Group', 'Arcade Fire', 'Andrew Bird']"
1016,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Goto80', 'Interpol', 'Bombay Bicycle Club', 'The Spill Canvas', 'Set Your Goals']"
1017,"['Ferras', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'La Nueva Banda Timbiriche', 'Sin Bandera', 'Celia', 'Zion']"
1018,"['Suicide Silence', 'Queensrÿche', 'Forbidden', 'Opeth', 'Shade Empire', 'Lords of Decadence', ""Be'lakor""]"
1019,"['Ferras', 'Federico Miranda', 'Goto80', 'Claudia Leitte - As Máscaras - 2O1O', 'Skank', 'La Dispute', 'Dance of Days']"
1020,"[""Snow White's Poison Bite"", 'Jawbreaker', 'Pierce the Veil', 'Dance of Days', 'Fresno', 'Such Gold', 'From First to Last']"
1021,"['Five Finger Death Punch', 'The Smashing Pumpkins', 'The White Stripes', 'Meat Puppets', 'Primus', 'The Allman Brothers Band', 'KISS']"
1022,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Mitchel Musso', 'Hanoi Rocks', 'Tuff', 'The Smashing Pumpkins', 'KISS']"
1023,"['David Sylvian & Robert Fripp', 'Róisín Murphy', 'iamamiwhoami', nan, 'Lady Gaga', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn']"
1024,"['Snot', 'Slipknot', '40 Below Summer', 'P.O.D.', 'Motograter', 'Avalanch', 'Black Label Society']"
1025,"['KISS', 'The White Stripes', 'Five Finger Death Punch', 'Crosby, Stills & Nash', 'Def Leppard', 'Bonfire', 'The Cult']"
1026,"['Goto80', 'Mitchel Musso', 'Ferras', 'Chelsea Grin', 'Forbidden', 'Atari Teenage Riot', ""Psy'Aviah""]"
1027,"['Mitchel Musso', 'Ferras', 'Federico Miranda', 'David Sylvian & Robert Fripp', 'iamamiwhoami', nan, nan]"
1028,"['Queensrÿche', 'Suicide Silence', 'Forbidden', 'King Crimson', 'Banco del Mutuo Soccorso', 'Mutiny Within', 'Mandragora Scream']"
1029,"['Arcadia', 'Eurythmics', 'Depeche Mode', 'Rush', 'The Smashing Pumpkins', 'Twisted Sister', 'Michael Monroe']"
1030,"['Strung Out', 'Down to Nothing', 'Hatred Surge', 'No Turning Back', 'Cold World', 'Suicide Silence', 'Chelsea Grin']"
1032,"['The Yardbirds', 'Lewis Black', 'The White Stripes', ""Lightnin' Hopkins"", 'Memphis Slim', 'John Mayall & The Bluesbreakers Featuring Buddy Guy', 'Percy Mayfield']"
1033,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'John Legend', 'Sam', 'Jedi Mind Tricks', 'D.I.']"
1034,"[""Lil' Wayne"", 'Eminem feat. Drake, Kanye West, Lil Wayne', 'Jedi Mind Tricks', 'J. Cole', 'Ayakashi Japanese Classic Horror', 'Ferras', 'Mitchel Musso']"
1035,"['Arctic Plateau', 'Northern Picture Library', 'Kyte', 'Frank Zappa', 'Porcupine Tree', 'Tangerine Dream', 'Alissid Jazz!']"
1036,"['Ferras', 'Goto80', 'Mitchel Musso', 'Feeder', 'Sleeper', 'Blue Öyster Cult', 'Boston']"
1037,"['Status Quo', 'Lewis Black', 'The Yardbirds', 'Otis Spann', 'Memphis Slim', 'Stevie Ray Vaughan and Double Trouble', 'Percy Mayfield']"
1038,"['Thomas Dolby', 'Depeche Mode', 'Arcadia', 'Johnny Hates Jazz', 'B-Movie', 'Erasure', 'Dynamic Masters']"
1039,"[""Lil' Wayne"", 'WIZO', 'Ayakashi Japanese Classic Horror', 'Jedi Mind Tricks', 'D.I.', 'Lady Gaga', 'Róisín Murphy']"
1040,"['Bad Religion', 'Chris Wollard & The Ship Thieves', 'Bomb the Music Industry!', 'Such Gold', 'The Spill Canvas', 'Bratmobile', 'Rancid']"
1041,"['Blur', 'The Enemy', 'Sleeper', 'The Smashing Pumpkins', 'The White Stripes', 'Queensrÿche', 'Forbidden']"
1042,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'N-O-D', 'Maroon', 'David Sylvian & Robert Fripp', 'Róisín Murphy']"
1044,"['Jon Hassell', 'Amon Düül II', 'Throbbing Gristle', 'Deerhoof', 'Melt-Banana', 'The Mars Volta', 'David Sylvian']"
1046,"['Mitchel Musso', 'Ferras', 'múm & Úrú Búrú Sextettinn', 'David Sylvian & Robert Fripp', 'iamamiwhoami', nan, nan]"
1047,"['Red Sparowes', 'Pentagram', 'Ghost Brigade', 'Melvins', 'Witchfinder General', 'PMtoday', 'Emarosa']"
1049,"['Pulp', ""The La's"", 'Blu', 'Seabound', 'Xmal Deutschland', ""I Love You But I've Chosen Darkness"", 'Motorama']"
1050,"['Animal Collective', 'Broken Social Scene', 'The Kooks', 'Panda Bear', ""Ariel Pink's Haunted Graffiti"", 'My Brightest Diamond', 'Arcade Fire']"
1051,"['Judas Priest', 'Forbidden', 'Suicide Silence', 'Braid', 'Hopes Die Last', 'Converge', 'Gallows']"
1052,"['Mitchel Musso', 'Federico Miranda', 'Goto80', 'Social Distortion', 'Bratmobile', 'The White Stripes', 'Five Finger Death Punch']"
1053,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Federico Miranda', 'Maroon', 'Selena Gomez & Demi Lovato', 'WIZO', 'J. Cole']"
1054,"['The Appleseed Cast', 'A Silver Mt. Zion', 'Tides From Nebula', 'My Bloody Valentine', 'Deerhunter', 'Ferras', 'Federico Miranda']"
1055,"['Since October', 'Thousand Foot Krutch', 'Rob Rock', 'Nívea Soares', 'Ministério Apascentar De Nova Iguaçu', 'Mainstay', 'Ascend The Hill']"
1056,"['Mitchel Musso', 'Goto80', 'Federico Miranda', 'Johnie 3', 'Farewell', 'From First to Last', 'Jimmy Eat World']"
1057,"['Gloria Trevi', 'Sin Bandera', 'Fey', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Kylie Minogue', nan]"
1058,"['Federico Miranda', 'Goto80', 'múm & Úrú Búrú Sextettinn', 'Katy Perry', 'Britney Spears vs Avril Lavigne', 'Fey', 'Paty Cantú']"
1060,"['A Tribe Called Quest', 'Large Professor', 'Dabrye', 'Cool Calm Pete', 'Immortal Technique', 'A Silver Mt. Zion', 'Tides From Nebula']"
1061,"['Charly García', 'Robi Draco Rosa', 'Julieta Venegas', 'Finis Tasby', 'Ry Cooder', 'Big Mama Thornton', 'Willie Dixon']"
1062,"['Mitchel Musso', 'Goto80', 'Federico Miranda', 'Sky Fetish', 'Bush', 'Lionel Richie', 'Gladys Knight & The Pips']"
1063,"['The Magnetic Fields', 'The Aluminum Group', 'Patrick Wolf', 'My Brightest Diamond', 'Andrew Bird', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda']"
1064,"['Whitesnake', 'Metallica', 'Dio', 'Def Leppard', 'The Allman Brothers Band', 'The White Stripes', 'Five Finger Death Punch']"
1065,"['Ferras', 'Federico Miranda', 'Goto80', 'Kader', 'Sessizlik', 'etc.', 'Hande Yener']"
1067,"['Mindless Faith', 'Die Sektor', 'Seabound', 'Japan', 'The Neon Judgement', 'Depeche Mode', 'Altered Images']"
1068,"['Sum 41', 'Refused', 'Chris Wollard & The Ship Thieves', 'Social Distortion', 'Donots', 'The White Stripes', 'Rush']"
1069,"['Vera Loca', 'Cascadura', 'Detonautas Roque Clube', 'Nenhum de Nós', 'Skank', 'Os Paralamas do Sucesso', 'Legião Urbana']"
1070,"['Farewell', 'We The Kings', 'The Invalids', 'The Weirdos', 'Flux of Pink Indians', 'Bomb the Music Industry!', 'Bad Religion']"
1071,"['Mitchel Musso', 'Goto80', 'Ferras', 'N-O-D', 'Britney Spears vs Avril Lavigne', nan, nan]"
1072,"['Mitchel Musso', 'Ferras', 'múm & Úrú Búrú Sextettinn', 'Sin Bandera', 'La Nueva Banda Timbiriche', 'Zion', 'Celia']"
1073,"['hr-Bigband feat. Billy Cobham, directed by Colin Towns', 'Belleruche, Turntable Soul Music', 'Kenny Burrell', 'Thelonious Monk', 'Freddie Hubbard', 'John Coltrane', 'Gene Ammons']"
1074,"['Ferras', 'Goto80', 'múm & Úrú Búrú Sextettinn', 'Seabound', 'Die Sektor', 'Arcadia', 'Altered Images']"
1075,"['Bondage Fairies', 'Hot Chip', 'We Have Band', 'Jesus Jones', 'Shitdisco', 'Ferras', 'Mitchel Musso']"
1076,"['Thelonious Monk', 'Freddie Hubbard', 'Esbjörn Svensson Trio', 'Cal Tjader', 'Bix Beiderbecke', 'Cannonball Adderley', 'Grant Green']"
1078,"['Tuff', 'Baton Rouge', 'Vixen', '10cc', 'Hardcore Superstar', 'Dio', 'Whitesnake']"
1079,"['Black Label Society', 'Slipknot', 'Annihilator', '40 Below Summer', 'Fair to Midland', 'Trivium', 'Avatar']"
1080,"['Ferras', 'Goto80', 'múm & Úrú Búrú Sextettinn', 'Jon B.', 'Marques Houston', 'Donell Jones', 'Jaheim']"
1081,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Rush', 'The Smashing Pumpkins', 'Muse', 'The Breeders']"
1082,"['Federico Miranda', 'Goto80', 'Mitchel Musso', 'Acid Black Cherry', 'Showtime Cast', '倖田來未', 'SuG']"
1083,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Goto80', 'YUI', 'FictionJunction YUUKA', 'Paul Simon', 'Carole King']"
1084,"['Porter', '電気グルーヴ', 'Boards of Canada', 'Dynamix II', 'Daft Punk', 'Modest Mouse', 'Franz Ferdinand']"
1085,"['The Appleseed Cast', 'Phoenix and the Turtle', 'A Silver Mt. Zion', 'Ferras', 'múm & Úrú Búrú Sextettinn', 'Tigers Jaw', 'Sleepmakeswaves']"
1086,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Ferras', 'Paul Simon', 'Susan Egan/Vaneese Thomas/Cheryl Freeman/LaChanze/Lillias White', 'Andrew Lloyd Webber', 'Hair Original Broadway Cast']"
1087,"['Erasure', 'Pet Shop Boys', 'Television', 'Кино', 'Motorama', 'The Shamen', ""The La's""]"
1088,"['I Am Ghost', 'Fresno', 'La Dispute', 'From First to Last', 'Hopes Die Last', 'Lulu Santos', 'Darvin']"
1089,"['ADULT.', 'Seabound', 'Die Sektor', 'Imperative Reaction', 'A Flock of Seagulls', 'Eurythmics', 'Arcadia']"
1090,"['Dennis Brown', 'Rockamovya', 'Mikey Dread', 'Busy Signal', 'W & Whale', 'Brooke White', 'Morgan Heritage']"
1091,"['Ascend The Hill', 'Fireflight', 'tobyMac', 'Thousand Foot Krutch', 'Rob Rock', 'Dance of Days', 'La Dispute']"
1092,"['倖田來未', 'Rhymester', 'BoA', '放課後ティータイム', 'Kalafina', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn']"
1093,"['Queensrÿche', 'Suicide Silence', 'Chelsea Grin', 'Mutiny Within', 'Mandragora Scream', 'Johanna Kurkela', 'Kiske/Somerville']"
1094,"['Foo Fighters', 'Joan Jett and the Blackhearts', 'Volbeat', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Interpol', 'Bombay Bicycle Club']"
1097,"['Mitchel Musso', 'Ferras', 'Federico Miranda', 'Dimension Zero', 'Mandragora Scream', 'Kamelot', 'Banco del Mutuo Soccorso']"
1098,"['Portishead', 'Halou', 'Cut Chemist', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Télépopmusik', 'LTJ Bukem']"
1099,"['Altered Images', 'Thomas Dolby', 'Eurythmics', 'Carved Souls', 'Johnny Hates Jazz', 'Die Sektor', 'Xmal Deutschland']"
1100,"['Mike Patton', 'Tartar Lamb', 'The Conet Project', 'Gang of Four', 'Suruaika', 'Komet', 'Aoki Takamasa']"
1101,"['Outputmessage', 'Telefon Tel Aviv', 'The Future Sound of London', 'offthesky', 'Autechre', 'Älymystö', 'µ-Ziq']"
1102,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Goto80', 'The Magnetic Fields', 'The Aluminum Group', 'My Brightest Diamond', 'Andrew Bird']"
1103,"['Sam', 'OneRepublic', 'Jane', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Switchblade Symphony', 'Crossbreed']"
1104,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Kay Starr', 'Kate Winslet', 'Diana Ross and The Supremes', 'Michael McDonald']"
1106,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'N-O-D', 'Maroon', 'Sissel', 'Kate Winslet']"
1107,"['As Cities Burn', 'Haste the Day', 'Silverstein', 'Forbidden', 'Queensrÿche', 'Destroy The Runner', 'For Today']"
1108,"['Alva Noto + Ryuichi Sakamoto', 'µ-Ziq', 'Älymystö', 'Boards of Canada', 'Telefon Tel Aviv', 'Arms and Sleepers', 'Autechre']"
1109,"['Mitchel Musso', 'Goto80', 'Ferras', 'N-O-D', 'Britney Spears vs Avril Lavigne', 'Sin Bandera', 'Paty Cantú']"
1110,"['Chelsea Grin', 'Queensrÿche', 'Forbidden', 'Avalanch', 'Annihilator', 'Mastodon', 'Pathosray']"
1111,"['As Cities Burn', 'Haste the Day', 'Thursday', 'Neil Perry', 'For Today', 'Destroy The Runner', 'More Than A Thousand']"
1112,"['PMtoday', 'Emarosa', 'At the Drive-In', 'The American Dollar', 'A Silver Mt. Zion', 'Silverstein', 'Thursday']"
1113,"['Ferras', 'Mitchel Musso', 'Federico Miranda', 'Jon B.', 'Tamia', 'S.I.R. Remixes', '7th Floor']"
1114,"['The Smashing Pumpkins', 'Five Finger Death Punch', 'Rush', 'The Breeders', 'Mute Math', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda']"
1115,"['Ferras', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'The Birthday Massacre', 'Of Machines', 'Crossbreed', 'God Module']"
1116,"['Tamia', 'R. Kelly', 'Jon B.', 'Mint Condition', 'Carl Thomas', 'Jodeci', 'Maxwell']"
1118,"['Goto80', 'Mitchel Musso', 'Federico Miranda', 'Chelsea Grin', 'Forbidden', 'Blinded Colony', 'War of Ages']"
1119,"['Mitchel Musso', 'Federico Miranda', 'Ferras', 'Hayko Cepkin', 'Karapaks', 'Timur Selçuk', 'Fikret Kızılok']"
1120,"['Mitchel Musso', 'Federico Miranda', 'Ferras', 'N-O-D', 'Katy Perry', 'Sissel', 'Kay Starr']"
1121,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Mohammed Ibraheem al Luhaydan', 'Cora', 'Hildegard von Bingen', 'The Witcher Soundtrack']"
1122,"['Goto80', 'Ferras', 'Mitchel Musso', 'Britney Spears vs Avril Lavigne', 'Selena Gomez & Demi Lovato', 'Farewell', 'The Invalids']"
1123,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Empire! Empire! (I Was A Lonely Estate)', 'Sunny Day Real Estate', 'The Jesus Lizard', 'For Today']"
1124,"['Goto80', 'Ferras', 'Federico Miranda', 'Gramofocas', 'Ashlee Simpson', nan, 'Kerli']"
1125,"['Mindless Faith', 'ADULT.', 'Die Sektor', 'Dry Kill Logic', 'XP8', 'Nitzer Ebb', 'Corpore']"
1126,"['Donots', 'Bad Religion', 'Bratmobile', '40 Below Summer', 'Snot', 'Black Label Society', 'Avalanch']"
1128,"['Mitchel Musso', 'Goto80', 'Federico Miranda', 'Frank Zappa', 'The Wilde Flowers', 'Porcupine Tree', 'Alusa Fallax']"
1130,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Federico Miranda', 'ADULT.', 'Seabound', 'Bauhaus', ""I Love You But I've Chosen Darkness""]"
1131,"['Federico Miranda', 'Mitchel Musso', 'Ferras', 'Fey', 'Sin Bandera', 'Katy Perry', 'N-O-D']"
1132,"['Mitchel Musso', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'N-O-D', 'Katy Perry', 'Sissel', 'Kay Starr']"
1133,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'The White Stripes', 'The Smashing Pumpkins', 'Porcupine Tree', 'The Mars Volta']"
1134,"['Teen Idols', 'Teenage Bottlerocket', 'Latterman', 'Mitchel Musso', 'Goto80', 'Self Against City', 'This Providence']"
1135,"['iamamiwhoami', 'David Sylvian & Robert Fripp', 'Róisín Murphy', nan, nan, 'Ferras', 'Mitchel Musso']"
1136,"['Federico Miranda', 'Mitchel Musso', 'Ferras', 'Katy Perry', 'N-O-D', 'Lady Gaga', 'David Sylvian & Robert Fripp']"
1137,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Goto80', 'Gérard Blanchard', 'Louise Attaque', 'Boys Noize', 'Fukkk Offf']"
1138,"['David Sylvian', 'The Mars Volta', 'Xiu Xiu', 'Omar A. Rodriguez-Lopez', 'Porcupine Tree', 'Hydria', 'King Crimson']"
1139,"['Selena Gomez & Demi Lovato', 'N-O-D', 'Britney Spears vs Avril Lavigne', 'Dal★shabet', 'SHINee', 'Ferras', 'Mitchel Musso']"
1140,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Goto80', 'The Breeders', 'Mute Math', 'My Brightest Diamond', 'Andrew Bird']"
1143,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Federico Miranda', 'Steve Jablonsky', 'Brian Tyler', 'Montgomery Gentry', 'Carrie Underwood']"
1144,"['Lewis Black', 'Arc Angels', 'Julian Sas', 'The White Stripes', 'The Yardbirds', 'Ry Cooder', ""Lightnin' Hopkins""]"
1145,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Federico Miranda', 'Maroon', 'Britney Spears vs Avril Lavigne', 'Montgomery Gentry', 'Carrie Underwood']"
1146,"['Therapy?', 'Wax Angel', 'Breaking Benjamin', 'Ferras', 'múm & Úrú Búrú Sextettinn', 'Phil Wickham', 'Brian Littrell']"
1147,"['Queensrÿche', 'Forbidden', 'Chelsea Grin', 'Axxis', 'Kiske/Somerville', 'Mutiny Within', 'Dimension Zero']"
1148,"['Woodworkings', 'Dakota Suite', 'Spiritual Front', 'Arcadia', 'Eurythmics', 'A Flock of Seagulls', 'Imperative Reaction']"
1149,"['ADULT.', 'Mindless Faith', 'Xmal Deutschland', 'Eurythmics', 'Depeche Mode', 'Imperative Reaction', 'B-Movie']"
1150,"['Carrie Underwood', 'Montgomery Gentry', 'Lady Antebellum', 'Goto80', 'múm & Úrú Búrú Sextettinn', 'Tammy Wynette', 'Dwight Yoakam']"
1151,"['Rede Ativa', 'Since October', 'Thousand Foot Krutch', 'Rush of Fools', 'Mainstay', 'Brian Littrell', 'Integrity Music']"
1152,"['GACKT', 'exist†trace', 'ORANGE RANGE', 'Luzmelt', 'ギルティア', 'Acid Black Cherry', '放課後ティータイム']"
1153,"['KISS', 'Rush', 'The White Stripes', 'Goto80', 'Ferras', 'Boston', 'Blue Öyster Cult']"
1154,"['Pjusk', 'The Dead Texan', 'Arms and Sleepers', 'Tangerine Dream', 'Dead Can Dance', 'H.U.V.A. Network', 'Helios']"
1155,"['Goto80', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Wye Oak', 'The Aluminum Group', 'Silverstein', 'Thursday']"
1156,"['Depeche Mode', 'Thomas Dolby', 'Arcadia', 'Mindless Faith', 'Xmal Deutschland', 'A Silver Mt. Zion', 'Tides From Nebula']"
1157,"['Motograter', 'Falling In Reverse', 'P.O.D.', 'Godsmack', 'Kittie', '40 Below Summer', 'Fair to Midland']"
1158,"['Mandragora Scream', 'Beseech', 'Stravaganzza', 'Kaaos', 'Pete Parkkonen', 'Say Anything', 'La Dispute']"
1159,"['Queensrÿche', 'Chelsea Grin', 'Forbidden', 'Annihilator', 'Avalanch', 'The Spill Canvas', 'Jimmy Eat World']"
1160,"['I Am Ghost', 'Fresno', 'Say Anything', 'From First to Last', 'Hopes Die Last', 'The Spill Canvas', 'Jimmy Eat World']"
1161,"['アンティック-珈琲店-', 'LM.C', 'Luzmelt', 'ORANGE RANGE', 'SUGIZO', '中島美嘉', 'Jinn']"
1163,"['Alusa Fallax', 'Porcupine Tree', 'David Sylvian', 'David Bowie', 'Roxy Music', 'Miike Snow', 'Hot Chip']"
1164,"['Don Rimini', 'SALON BORIS', 'The Golden Filter', 'B-Movie', 'Johnny Hates Jazz', 'Zero Cult', 'H.U.V.A. Network']"
1165,"['Five Finger Death Punch', 'KISS', 'The Smashing Pumpkins', 'Depeche Mode', 'Altered Images', 'Mindless Faith', 'Die Sektor']"
1166,"['Pendulum', 'Multiplex', 'High Contrast', 'Federico Miranda', 'Ferras', 'Evol Intent', 'Calyx & Teebee']"
1167,"['offthesky', 'Pjusk', 'Autechre', 'Bad Sector', 'H.U.V.A. Network', 'LTJ Bukem', 'Tycho']"
1170,"['Federico Miranda', 'Mitchel Musso', 'Goto80', 'Grizzly Bear', 'Dead Poet & Wildcard', 'Guided by Voices', 'The Vaccines']"
1171,"['Ferras', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'La Nueva Banda Timbiriche', 'Sin Bandera', 'Celia', 'Zion']"
1172,"['Mutiny Within', 'Mandragora Scream', 'Dimension Zero', 'Queensrÿche', 'Suicide Silence', 'Christian Death', 'Gothminister']"
1173,"['Eurythmics', 'Altered Images', 'Thomas Dolby', 'Orange Juice', 'Television', 'Imperative Reaction', 'Carved Souls']"
1174,"['L.A. Guns', 'Whitesnake', 'Dio', 'Hanoi Rocks', 'Baton Rouge', 'Michael Monroe', 'Tuff']"
1176,"['Five Finger Death Punch', 'The White Stripes', 'The Smashing Pumpkins', 'Judas Priest', 'Forbidden', 'Latterman', 'Teen Idols']"
1177,"['Rush of Fools', 'Fireflight', 'tobyMac', 'Rede Ativa', 'Rob Rock', 'Superchic[k]', 'NEEDTOBREATHE']"
1178,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Ferras', 'Luan Santana  Fernando e Sorocaba', 'Michel Teló', 'Jorge & Mateus', 'João Neto & Frederico']"
1179,"['Selena Gomez & Demi Lovato', 'N-O-D', 'Katy Perry', 'Ferras', 'Mitchel Musso', 'Rush', 'The White Stripes']"
1180,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Ferras', 'WIZO', 'Ayakashi Japanese Classic Horror', 'R. Kelly', 'Tamia']"
1181,"['Sleeping Peonies', 'Black Tambourine', 'The Wagner logic', 'Spacemen 3', 'Deerhunter', 'Download', 'Zombie Girl']"
1182,"['Tides From Nebula', 'The American Dollar', 'A Silver Mt. Zion', 'The Depreciation Guild', 'Spacemen 3', 'Slint', 'pg.lost']"
1183,"['Braid', 'Raein', 'A Static Lullaby', 'Thursday', 'Before Their Eyes', 'Dance of Days', 'La Dispute']"
1184,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Sin Bandera', 'Gloria Trevi', 'Zion', 'Don Caballero']"
1185,"['Goto80', 'Ferras', 'Federico Miranda', 'Halou', 'sayCeT', 'Scott Walker', 'Japan']"
